Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
AI Research Scientist,UPS,"Peachtree Corners, GA",$94K - $135K (Glassdoor est.),3.4,"Before you apply to a job, select your language preference from the options available at the top right of this page.
Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day. We know what it takes to lead UPS into tomorrow—people with a unique combination of skill + passion. If you have the qualities and drive to lead yourself or teams, there are role...",-1,10000+ Employees,1907,Company - Public,Shipping & Trucking,Transportation & Logistics,$10+ billion (USD),-1
Data Scientist- AI & Data Governance,John H. Northrop & Associates,"Newport News, VA",$93K - $151K (Glassdoor est.),4.6,"Senior Data Scientist (AI and Data Governance)
Overview:
JHNA is seeking a highly skilled and visionary Data Scientist to lead the development of enterprise-level artificial intelligence, automation, and data governance capabilities. This position blends deep technical expertise with strategic leadership, supporting JHNA's mission to deliver advanced analytics, AI-driven solutions, and decision-support tools to Army and defense customers.
In this role, you will help shape the future of JHNA's an...",-1,51 to 200 Employees,2001,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),-1
"Principal Machine Learning Data Scientist, Gen AI",Xometry,"Denver, CO",$136K - $184K (Glassdoor est.),3.2,"Xometry (NASDAQ: XMTR) powers the industries of today and tomorrow by connecting the people with big ideas to the manufacturers who can bring them to life. Xometry's digital marketplace gives manufacturers the critical resources they need to grow their business while also making it easy for buyers at Fortune 1000 companies to tap into global manufacturing capacity.
Xometry is seeking a Principal Data & ML Scientist to join our Generative AI team. The ideal candidate will have a passion for advan...",-1,1001 to 5000 Employees,2014,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),-1
Neural Data Scientist,Max Planck Florida,"Jupiter, FL",-1,4.8,"Science Operations
The Max Planck Florida Institute for Neuroscience (MPFI) is seeking a Neural Data Scientist to spearhead a funded Neuro-AI Initiative, designed to expand MPFI’s capacity for scientific computing and data analytics. The selected candidate will make a major contribution to the MPFI’s groundbreaking discoveries and rapid advancement of neuroscience, applying their scientific expertise in AI and machine learning to the development of novel analytical tools that increase the pace o...",-1,51 to 200 Employees,--,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$5 to $25 million (USD),-1
Data Scientist Advanced Development Program,Vanguard,"Charlotte, NC",-1,3.7,"The Data Science Advanced Development Program offers participants the opportunity to contribute to strategic Vanguard data initiatives as part of three, 6-month rotations across divisions. The rotations will focus on developing key Data Science principles. Participants will perform deep dive diagnostic, predictive, and prescriptive analytics to support data-driven business decision making.
Core Responsibilities
Demonstrates the ability to successfully understand the objectives of each rotational...",-1,10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable,-1
Data Scientist/Sr. Data Scientist - Technical AI Ethicist,Salesforce,"San Francisco, CA",$158K - $276K (Employer provided),4.1,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Data
Job Details
About Salesforce
Salesforce is the #1 AI CRM, where humans with agents drive customer success together. Here, ambition meets action. Tech meets trust. And innovation isn’t a buzzword — it’s a way of life. The world of work as we know it is changing and we're looking for Trailblazers who are passionate about bettering bus...",-1,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Senior AI Data Scientist,"Robertson, Anschutz, Schneid, Crane & Partners, PLLC","Boca Raton, FL",$107K - $159K (Glassdoor est.),2.9,"Senior AI Data Scientist responsible for designing and building end-to-end large-scale AI/ML systems for forecasting, classification, regression, and predictive modeling. The ideal candidate will have deep expertise in building scalable solutions with proficiency in AI/ML frameworks, Python, SQL, data processing, distributed computing, and MLOps.

Responsible for data ingestion and feature engineering to model development, deployment, and monitoring. Applying cutting-edge machine learning techni...",-1,1001 to 5000 Employees,2010,Company - Private,Legal,Legal,$1 to $5 million (USD),-1
Computational Scientist - Artificial Intelligence & Machine Learning,The University of Chicago,"Chicago, IL",$81K - $105K (Employer provided),4.1,"Department
Provost Research Computing Center

About the Department
The University of Chicago Research Computing Center (RCC), a unit in the Office of Research, provides high-end research computing resources to researchers at the University of Chicago. It is dedicated to enabling research by providing access to centrally managed High Performance Computing (HPC), storage, and visualization resources. These resources include hardware, software, high-level scientific and technical user support, and ...",-1,10000+ Employees,1890,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),-1
Sr AI / ML With Python and Pharma [ Life Science ],Infinity Quest,"Indianapolis, IN",$55.00 - $65.00 Per Hour (Employer provided),4.3,"Position : Sr AI / ML Engineer With Python and Pharma [ Life Science ]
Experience : 13 + to 18 +
Client Name : Virtusa and Eli Lilly
Location : Indianapolis, IN
AI/ML Engineer: 13 + to 18 + Years of Experience with Phython pharma or Claim
• Design, develop, and maintain scalable Python applications, libraries, and scripts for data pipelines, APIs, and LLM workflows, ensuring code quality and reusability.",-1,201 to 500 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,ManTech,"Lothian, MD",$94K - $133K (Glassdoor est.),4.0,"MANTECH seeks a motivated, career and customer-oriented Data Scientist to join our team in Patuxent River, MD. This is a fulltime onsite position.

Responsibilities include but are not limited to:
Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured datasets
Visualize, interpret, and report data findings
Create dynamic data reports
Apply knowledge to develop and implement a set of techniques ...",-1,5001 to 10000 Employees,1968,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $5 billion (USD),-1
Senior data scientist,Watershed Technology,"San Francisco, CA",$189K - $242K (Employer provided),3.9,"Location
San Francisco
Type
Full-Time
Department
Engineering
Compensation
$189,000 - $241,500
About Watershed
Watershed is the enterprise sustainability platform. Companies like Airbnb, Carlyle Group, FedEx, Visa, and Dr. Martens use Watershed to manage climate and ESG data, produce audit-ready metrics for voluntary and regulatory reporting including CSRD, and drive real decarbonization. We are looking for team members who love product-building, want to work hard at a mission-oriented startup, a...",-1,201 to 500 Employees,2019,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
